ProcessID,Section,Order,Level,Text,Bold,Phase
1LS05,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
1LS05,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
1LS05,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
1LS05,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
1LS05,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
1LS05,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
1LS05,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
1LS05,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
1LS05,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
1LS05,Short-Term Operations,2,2,Confirm scope of disruption and identify which Emergency Management resources are affected.,N,First 30 minutes
1LS05,Short-Term Operations,3,2,Notify the process owner and primary on-call contact.,N,First 30 minutes
1LS05,Short-Term Operations,4,2,Activate manual workarounds where they exist and are safe to use.,N,First 30 minutes
1LS05,Short-Term Operations,5,1,First 2 hours,Y,First 2 hours
1LS05,Short-Term Operations,6,2,Convene a stand-up of the affected team and operational leadership.,N,First 2 hours
1LS05,Short-Term Operations,7,2,Document the impact and which downstream items are blocked.,N,First 2 hours
1LS05,Short-Term Operations,8,2,Prioritize restoration actions in order of downstream cascade severity.,N,First 2 hours
1LS05,Short-Term Operations,9,1,First 24 hours,Y,First 24 hours
1LS05,Short-Term Operations,10,2,Run the restoration sequence; coordinate with upstream owners as required.,N,First 24 hours
1LS05,Short-Term Operations,11,2,Communicate status to leadership at agreed-upon intervals.,N,First 24 hours
1LS05,Short-Term Operations,12,2,Verify dependent processes resume cleanly as this one returns to service.,N,First 24 hours
2CO01,Process Name,1,0,Production Operations,N,
2CO01,Department,2,0,Operations,N,
2CO01,Program Office,3,0,Operations,N,
2CO01,Operational Category,4,0,2-Critical Operations,N,
2CO01,Priority within Category,5,0,1,N,
2CO01,Restoration Score,6,0,70,N,
2CO01,Description,1,0,"Production Operations is a critical operations process owned by Operations. It supports day-to-day operations and is referenced during disruptions where its inputs, outputs, or supporting resources are degraded. Restoration sequencing depends on the upstream systems and personnel that this process draws on.",N,
2CO01,Impacts,1,0,No directly mapped downstream impacts in this dataset.,N,
2CO01,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
2CO01,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
2CO01,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
2CO01,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
2CO01,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
2CO01,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
2CO01,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
2CO01,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
2CO01,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
2CO01,Short-Term Operations,2,2,Confirm scope of disruption and identify which Operations resources are affected.,N,First 30 minutes
2CO01,Short-Term Operations,3,2,Notify the process owner and primary on-call contact.,N,First 30 minutes
2CO01,Short-Term Operations,4,2,Activate manual workarounds where they exist and are safe to use.,N,First 30 minutes
2CO01,Short-Term Operations,5,1,First 2 hours,Y,First 2 hours
2CO01,Short-Term Operations,6,2,Convene a stand-up of the affected team and operational leadership.,N,First 2 hours
2CO01,Short-Term Operations,7,2,Document the impact and which downstream items are blocked.,N,First 2 hours
2CO01,Short-Term Operations,8,2,Prioritize restoration actions in order of downstream cascade severity.,N,First 2 hours
2CO01,Short-Term Operations,9,1,First 24 hours,Y,First 24 hours
2CO01,Short-Term Operations,10,2,Run the restoration sequence; coordinate with upstream owners as required.,N,First 24 hours
2CO01,Short-Term Operations,11,2,Communicate status to leadership at agreed-upon intervals.,N,First 24 hours
2CO01,Short-Term Operations,12,2,Verify dependent processes resume cleanly as this one returns to service.,N,First 24 hours
2CO02,Process Name,1,0,Damage Assessment,N,
2CO02,Department,2,0,Engineering & Maintenance,N,
2CO02,Program Office,3,0,Engineering,N,
2CO02,Operational Category,4,0,2-Critical Operations,N,
2CO02,Priority within Category,5,0,2,N,
2CO02,Restoration Score,6,0,73,N,
2CO02,Description,1,0,"Damage Assessment is a critical operations process owned by Engineering & Maintenance. It supports day-to-day operations and is referenced during disruptions where its inputs, outputs, or supporting resources are degraded. Restoration sequencing depends on the upstream systems and personnel that this process draws on.",N,
2CO02,Impacts,1,0,"If unavailable, this asset has 2 direct downstream dependencies and 3 total cascading impacts (deduplicated). The cascade reaches a maximum depth of 2 hops in the dependency graph.",N,
2CO02,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
2CO02,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
2CO02,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
2CO02,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
2CO02,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
2CO02,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
2CO02,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
2CO02,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
2CO02,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
2CO02,Short-Term Operations,2,2,Confirm scope of disruption and identify which Engineering & Maintenance resources are affected.,N,First 30 minutes
2CO02,Short-Term Operations,3,2,Notify the process owner and primary on-call contact.,N,First 30 minutes
2CO02,Short-Term Operations,4,2,Activate manual workarounds where they exist and are safe to use.,N,First 30 minutes
2CO02,Short-Term Operations,5,1,First 2 hours,Y,First 2 hours
2CO02,Short-Term Operations,6,2,Convene a stand-up of the affected team and operational leadership.,N,First 2 hours
2CO02,Short-Term Operations,7,2,Document the impact and which downstream items are blocked.,N,First 2 hours
2CO02,Short-Term Operations,8,2,Prioritize restoration actions in order of downstream cascade severity.,N,First 2 hours
2CO02,Short-Term Operations,9,1,First 24 hours,Y,First 24 hours
2CO02,Short-Term Operations,10,2,Run the restoration sequence; coordinate with upstream owners as required.,N,First 24 hours
2CO02,Short-Term Operations,11,2,Communicate status to leadership at agreed-upon intervals.,N,First 24 hours
2CO02,Short-Term Operations,12,2,Verify dependent processes resume cleanly as this one returns to service.,N,First 24 hours
2CO03,Process Name,1,0,Plant Restart Sequencing,N,
2CO03,Department,2,0,Operations,N,
2CO03,Program Office,3,0,Operations,N,
2CO03,Operational Category,4,0,2-Critical Operations,N,
2CO03,Priority within Category,5,0,3,N,
2CO03,Restoration Score,6,0,69,N,
2CO03,Description,1,0,"Plant Restart Sequencing is a critical operations process owned by Operations. It supports day-to-day operations and is referenced during disruptions where its inputs, outputs, or supporting resources are degraded. Restoration sequencing depends on the upstream systems and personnel that this process draws on.",N,
2CO03,Impacts,1,0,"If unavailable, this asset has 1 direct downstream dependencies and 1 total cascading impacts (deduplicated). The cascade reaches a maximum depth of 1 hops in the dependency graph.",N,
2CO03,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
2CO03,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
2CO03,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
2CO03,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
2CO03,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
2CO03,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
2CO03,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
2CO03,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
2CO03,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
2CO03,Short-Term Operations,2,2,Confirm scope of disruption and identify which Operations resources are affected.,N,First 30 minutes
2CO03,Short-Term Operations,3,2,Notify the process owner and primary on-call contact.,N,First 30 minutes
2CO03,Short-Term Operations,4,2,Activate manual workarounds where they exist and are safe to use.,N,First 30 minutes
2CO03,Short-Term Operations,5,1,First 2 hours,Y,First 2 hours
2CO03,Short-Term Operations,6,2,Convene a stand-up of the affected team and operational leadership.,N,First 2 hours
2CO03,Short-Term Operations,7,2,Document the impact and which downstream items are blocked.,N,First 2 hours
2CO03,Short-Term Operations,8,2,Prioritize restoration actions in order of downstream cascade severity.,N,First 2 hours
2CO03,Short-Term Operations,9,1,First 24 hours,Y,First 24 hours
2CO03,Short-Term Operations,10,2,Run the restoration sequence; coordinate with upstream owners as required.,N,First 24 hours
2CO03,Short-Term Operations,11,2,Communicate status to leadership at agreed-upon intervals.,N,First 24 hours
2CO03,Short-Term Operations,12,2,Verify dependent processes resume cleanly as this one returns to service.,N,First 24 hours
2CO04,Process Name,1,0,Quality Control & Inspection,N,
2CO04,Department,2,0,Operations,N,
2CO04,Program Office,3,0,Operations,N,
2CO04,Operational Category,4,0,2-Critical Operations,N,
2CO04,Priority within Category,5,0,4,N,
2CO04,Restoration Score,6,0,66,N,
2CO04,Description,1,0,"Quality Control & Inspection is a critical operations process owned by Operations. It supports day-to-day operations and is referenced during disruptions where its inputs, outputs, or supporting resources are degraded. Restoration sequencing depends on the upstream systems and personnel that this process draws on.",N,
2CO04,Impacts,1,0,No directly mapped downstream impacts in this dataset.,N,
2CO04,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
2CO04,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
2CO04,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
2CO04,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
2CO04,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
2CO04,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
2CO04,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
2CO04,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
2CO04,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
2CO04,Short-Term Operations,2,2,Confirm scope of disruption and identify which Operations resources are affected.,N,First 30 minutes
2CO04,Short-Term Operations,3,2,Notify the process owner and primary on-call contact.,N,First 30 minutes
2CO04,Short-Term Operations,4,2,Activate manual workarounds where they exist and are safe to use.,N,First 30 minutes
2CO04,Short-Term Operations,5,1,First 2 hours,Y,First 2 hours
2CO04,Short-Term Operations,6,2,Convene a stand-up of the affected team and operational leadership.,N,First 2 hours
2CO04,Short-Term Operations,7,2,Document the impact and which downstream items are blocked.,N,First 2 hours
2CO04,Short-Term Operations,8,2,Prioritize restoration actions in order of downstream cascade severity.,N,First 2 hours
2CO04,Short-Term Operations,9,1,First 24 hours,Y,First 24 hours
2CO04,Short-Term Operations,10,2,Run the restoration sequence; coordinate with upstream owners as required.,N,First 24 hours
2CO04,Short-Term Operations,11,2,Communicate status to leadership at agreed-upon intervals.,N,First 24 hours
2CO04,Short-Term Operations,12,2,Verify dependent processes resume cleanly as this one returns to service.,N,First 24 hours
2CO05,Process Name,1,0,Shipping & Receiving,N,
2CO05,Department,2,0,Supply Chain,N,
2CO05,Program Office,3,0,Supply Chain,N,
2CO05,Operational Category,4,0,2-Critical Operations,N,
2CO05,Priority within Category,5,0,5,N,
2CO05,Restoration Score,6,0,66,N,
2CO05,Description,1,0,"Shipping & Receiving is a critical operations process owned by Supply Chain. It supports day-to-day operations and is referenced during disruptions where its inputs, outputs, or supporting resources are degraded. Restoration sequencing depends on the upstream systems and personnel that this process draws on.",N,
2CO05,Impacts,1,0,"If unavailable, this asset has 1 direct downstream dependencies and 1 total cascading impacts (deduplicated). The cascade reaches a maximum depth of 1 hops in the dependency graph.",N,
2CO05,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
2CO05,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
2CO05,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
2CO05,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
2CO05,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
2CO05,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
2CO05,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
2CO05,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
2CO05,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
2CO05,Short-Term Operations,2,2,Confirm scope of disruption and identify which Supply Chain resources are affected.,N,First 30 minutes
2CO05,Short-Term Operations,3,2,Notify the process owner and primary on-call contact.,N,First 30 minutes
2CO05,Short-Term Operations,4,2,Activate manual workarounds where they exist and are safe to use.,N,First 30 minutes
2CO05,Short-Term Operations,5,1,First 2 hours,Y,First 2 hours
2CO05,Short-Term Operations,6,2,Convene a stand-up of the affected team and operational leadership.,N,First 2 hours
2CO05,Short-Term Operations,7,2,Document the impact and which downstream items are blocked.,N,First 2 hours
2CO05,Short-Term Operations,8,2,Prioritize restoration actions in order of downstream cascade severity.,N,First 2 hours
2CO05,Short-Term Operations,9,1,First 24 hours,Y,First 24 hours
2CO05,Short-Term Operations,10,2,Run the restoration sequence; coordinate with upstream owners as required.,N,First 24 hours
2CO05,Short-Term Operations,11,2,Communicate status to leadership at agreed-upon intervals.,N,First 24 hours
2CO05,Short-Term Operations,12,2,Verify dependent processes resume cleanly as this one returns to service.,N,First 24 hours
2CO06,Process Name,1,0,Equipment Maintenance Operations,N,
2CO06,Department,2,0,Engineering & Maintenance,N,
2CO06,Program Office,3,0,Engineering,N,
2CO06,Operational Category,4,0,2-Critical Operations,N,
2CO06,Priority within Category,5,0,6,N,
2CO06,Restoration Score,6,0,62,N,
2CO06,Description,1,0,"Equipment Maintenance Operations is a critical operations process owned by Engineering & Maintenance. It supports day-to-day operations and is referenced during disruptions where its inputs, outputs, or supporting resources are degraded. Restoration sequencing depends on the upstream systems and personnel that this process draws on.",N,
2CO06,Impacts,1,0,No directly mapped downstream impacts in this dataset.,N,
2CO06,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
2CO06,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
2CO06,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
2CO06,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
2CO06,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
2CO06,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
2CO06,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
2CO06,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
2CO06,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
2CO06,Short-Term Operations,2,2,Confirm scope of disruption and identify which Engineering & Maintenance resources are affected.,N,First 30 minutes
2CO06,Short-Term Operations,3,2,Notify the process owner and primary on-call contact.,N,First 30 minutes
2CO06,Short-Term Operations,4,2,Activate manual workarounds where they exist and are safe to use.,N,First 30 minutes
2CO06,Short-Term Operations,5,1,First 2 hours,Y,First 2 hours
2CO06,Short-Term Operations,6,2,Convene a stand-up of the affected team and operational leadership.,N,First 2 hours
2CO06,Short-Term Operations,7,2,Document the impact and which downstream items are blocked.,N,First 2 hours
2CO06,Short-Term Operations,8,2,Prioritize restoration actions in order of downstream cascade severity.,N,First 2 hours
2CO06,Short-Term Operations,9,1,First 24 hours,Y,First 24 hours
2CO06,Short-Term Operations,10,2,Run the restoration sequence; coordinate with upstream owners as required.,N,First 24 hours
2CO06,Short-Term Operations,11,2,Communicate status to leadership at agreed-upon intervals.,N,First 24 hours
2CO06,Short-Term Operations,12,2,Verify dependent processes resume cleanly as this one returns to service.,N,First 24 hours
2CO07,Process Name,1,0,Security Operations,N,
2CO07,Department,2,0,Security,N,
2CO07,Program Office,3,0,Security,N,
2CO07,Operational Category,4,0,2-Critical Operations,N,
2CO07,Priority within Category,5,0,7,N,
2CO07,Restoration Score,6,0,61,N,
2CO07,Description,1,0,"Security Operations is a critical operations process owned by Security. It supports day-to-day operations and is referenced during disruptions where its inputs, outputs, or supporting resources are degraded. Restoration sequencing depends on the upstream systems and personnel that this process draws on.",N,
2CO07,Impacts,1,0,No directly mapped downstream impacts in this dataset.,N,
2CO07,Critical Questions,1,1,Who owns this asset and who is the on-call backup outside business hours?,N,
2CO07,Critical Questions,2,1,"What manual workaround exists if this asset is unavailable, and how long can it sustain operations?",N,
2CO07,Critical Questions,3,1,What is the documented recovery time objective (RTO) for this asset?,N,
2CO07,Critical Questions,4,1,"Which upstream dependencies, if degraded, would prevent recovery of this asset?",N,
2CO07,Critical Questions,5,1,Which downstream dependencies should be notified first when this asset goes down?,N,
2CO07,Critical Questions,6,1,"What vendor or external party is required for restoration, and how are they reached?",N,
2CO07,Critical Questions,7,1,"What data, configuration, or state would be lost if this asset failed catastrophically?",N,
2CO07,Critical Questions,8,1,When was the recovery procedure for this asset last tested or exercised?,N,
2CO07,Short-Term Operations,1,1,First 30 minutes,Y,First 30 minutes
2CO07,Short-Term Operations,2,2,Confirm scope of disruption and identify which Security resources are affected.,N,First 30 minutes
